irszám.	MAI CÍM	maicim_1	maicim_2	maicim_rest	Google koordináta	TÁRGY	t_n_t_s2	targy_func1_orig	targy_nev	targy_height	targy_qnt	forrás	forras_link_nr	forras_link_host	forras_link	további inf.	tov-inf_link_numbered	tov-inf_link_scheme-host	tov-inf_link_nr	orig_ln
1095	Mester utca 9. -- Liliom utca 3/B.	Mester utca 9.	Liliom utca 3/B		47.480375,19.070423							BZ-tól	0			5 em.es lakóház üzletekkel a Mester utcai homlokzaton, emeletenként kb 7 lakással			0	586
	Mészáros u 40-44	Mészáros utca 40-44.			47.492635,19.030454	emeletes ház				?-S<emelet>			0						0	587
	Mészöly utca 5.	Mészöly utca 5.										Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 236	0						0	588
	Mexikói út-Amerikai útig a Gyarmait út mindkét oldala			**Mexikói út-Amerikai útig a Gyarmait út mindkét oldala		egyemeletes nyaraló		<nyaraló>;		1-S<emelet>			0						0	589
1033	Miklós tér 2.--Sorompó utca 4.	Miklós tér 2.	Sorompó utca 4.		47.545968,19.046028	lakóház		<lakó>, ;					0			"Márványtáblán: ""Budapest szf. bérháza, épült 1910-11. évben Bárczy István főpolgármester építőprogramjának II. ciklusában Voyta Adolf építész tervei szerint"""			0	590
	Miklós tér 5.	Miklós tér 5.				iskola		<iskola>					0			Fotózáskor azt a tájékoztatást kaptuk, hogy az épület 1889-ben épült, így nem száz éves lesz: ennek a dokumentumnak a 7. oldalán a 2. sorban olvasható az évszám. http://www.sztmik.hu/tortenet/miklos_teri_evtizedek.pdf	(1) http://www.sztmik.hu/tortenet/miklos_teri_evtizedek.pdf	http://www.sztmik.hu	1	591
1021	Modori utca 3	Modori utca 3.			47.537350, 18.969983	emeletes ház				?-S<emelet>			0			használatbavételi engedély 1915-ből., sztori: http://www.budapestfolyoirat.hu/legfrissebb-szam/385-magananziksz-modori-utca	(1) http://www.budapestfolyoirat.hu/legfrissebb-szam/385-magananziksz-modori-utca	http://www.budapestfolyoirat.hu	1	592
1135	Mohács utca 18/a (címtár alapján), nincs meg	Mohács utca 18/a		**(címtár alapján), nincs meg	47.524321,19.077396	2 db háromemeletes ház				3-S<emelet>	2-Q<db>	MZs	0						0	593
	Molnár utca 19	Molnár utca 19.				háromemeletes ház 				3-S<emelet>			0						0	594
1056	Molnár utca 53. -- Fővám tér 1.	Molnár utca 53.	 Fővám tér 1.		47.487302,19.056558	ötemeletes ház				5-S<emelet>		MZs	0			V. ker. szabályozási terv (http://otker.intermap.hu), a '20-as évek elején épülhetett fel	(1) http://otker.intermap.hu),		1	595
1114	Móricz Zsigmond körtér 8	Móricz Zsigmond körtér 8.											0						0	596
1087	Mosonyi utca 8.	Mosonyi utca 8.			47.49859,19.082326	Schulek:)			'Schulek:)'			312	0						0	597
	Mozsár utca 14.	Mozsár utca 14.				kétemeletes ház				2-S<emelet>			0						0	598
1063	Munkácsy Mihály utca 19.	Munkácsy Mihály utca 19.			47.513911,19.072446	Schiffer-villa, jelenleg Vám- és Pénzügyõrség épülete	|	<villa>,<|>,<hivatal?>	'Schiffer-villa' | 'Vám- és Pénzügyõrség'				0						0	599
	Münnich Ferenc utca 6. 	Münnich Ferenc utca 6.				Budapesti Bank Rt. székháza (OTP)	szék	<bank>	'Budapesti Bank Rt. székháza (OTP)'				0						0	600
1078	Murányi utca 16. 3 em. ép.	Murányi utca 16.		**3 em. ép.	47.504425,19.084058	kétemeletes épület				2-S<emelet>		MZs	0						0	601
1078	Murányi utca 25.	Murányi utca 25.			47.5048501,19.08402	lakóház		<lakó>, ;				na	0						0	602
1053	Múzeum körút 41.	Múzeum körút 41.			47.4904391,19.0613988	Lakóház üzletekkel		<lakó>, <üzlet>;					0			1900-ban már működött bolt a telken, mert egy bolt kapuzat átalakítására engedélyt adott ki a város.			0	603
1053	Múzeum krt. 11 - Ferenczy István utca 28.	Múzeum körút 11.	 Ferenczy István utca 28.		47.493059,19.0603	ötemeletes ház				5-S<emelet>			0			szabályozási terv			0	604
1053	Múzeum krt. 21. nem épült meg	Múzeum körút 21.		**nem épült meg	47.492051,19.060855	ötemeletes ház				5-S<emelet>		MZs	0						0	605
1053	Múzeum krt. 3	Múzeum körút 3.			47.49369,19.059916	ötemeletes ház				5-S<emelet>		211	0			"Az első terveket Svarcz Jenő és Horváth Antal jegyzi, majd 1913-ben Hikisch tervez. Használatba vételi engedély kiadása: 1914-ből.1914-ből származik a Freissler Antal-féle személy- és teherfelvonó beszerelése és egy Hikisch tervezte homlokzati bronzportál. Viszont 1914-ben nyílt meg a ""Muzeum"" gyógyszertár a ház aljában (Lederer Ervin tulajdona)."			0	606
	Múzeum utca 7.	Múzeum utca 7.				Lakóház, Hadik-palota, TIT, Kossuth Klub, Muzikum		<lakó>, ;<palota>,<klub>	'Hadik-palota'; 'TIT'; 'Kossuth Klub'; 'Muzikum'				0			pontatlan cím a forrásnál			0	607
1051	Nádor utca 11. 	Nádor utca 11.			47.500736,19.04942	Festetics-ház. CEU			'Festetics-ház. CEU'			wikipedia	0						0	608
	Nádor utca 16. -- Vigyázó Ferenc utca 8.	Nádor utca 16.	 Vigyázó Ferenc utca 8.			eredetileg Magyar Agrár és Járadékbank, ma OTP-bank	járadék |	<bank>,<|>,<bank>	'Magyar Agrár és Járadékbank' | 'OTP-bank'				0			nincs irat			0	609
	Nádor utca 21. -- Arany János utca 14.	Nádor utca 21.	 Arany János utca 14.			Ugriai-Nasici Fabank	fa	<bank>;	'Ugriai-Nasici Fabank'				0			nincs irat			0	610
1051	Nádor utca 6. -- Mérleg utca 8.	Nádor utca 6.	 Mérleg utca 8.		47.4996807,19.0495158	egykor Budapest Bank Rt. Székháza; késõbb Cseh-Magyar Iparbank, jelenleg OTP Bank	szék | ipar |	<bank>,<|>,<bank>,<|>,<bank>	'Budapest Bank Rt. Székháza' | 'Cseh-Magyar Iparbank' | 'OTP Bank'				0			Egy 1905-ös átalakítási engedély (bizonyos Hirsch József örökösei számára), ill. egy 1913-as felvonó építés statikai jegyzete áll a legközelebb időben az 1912-es dátumhoz. Volt valami féle épület, a kapualjak nézetei ismertek 1891-ből és1894-ből.			0	611
1072	Nagy Diófa utca 20.-- Wesselényi utca 21.	Nagy Diófa utca 20.	 Wesselényi utca 21.		47.498004,19.064448	ötemeletes ház				5-S<emelet>		435o.	0			kikérve, átnézve			0	612
1072	Nagy Diófa utca 5.	Nagy Diófa utca 5.			47.4968266,19.0656936	lakóház		<lakó>, ;				na	0			"1. HAM; 9. H; 18. H-egyszerűbb ; pincében ""Székely"" rendszerű ""Hercules"" födémszerkezet"			0	613
1027	Gyorskocsi utca 25. -- Fő utca 70-78. -- Nagy Imre tér 1. -- Kacsa utca 4-8.	Gyorskocsi utca 25.	Fő utca 70-78.	Nagy Imre tér 1. -- Kacsa utca 4-8.	47.509637, 19.038176	Pest vidéki törvényszéki palota és fogház	fog	<palota>	'Pest vidéki törvényszéki palota és fogház'			Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 224.	0			http://urbface.com/budapest/a-fovarosi-buntetes-vegrehajtasi-intezet	(1) http://urbface.com/budapest/a-fovarosi-buntetes-vegrehajtasi-intezet	http://urbface.com	1	614
	Nagydiófa utca 14.	Nagydiófa utca 14.											0						0	615
	Nagydiófa utca 27.	Nagydiófa utca 27.				King's Hotel		<hotel>	'King's Hotel'				0						0	616
	Nagyenyed utca 11-13.	Nagyenyed utca 11-13.			47.499021,19.022724	Hitel-és Leszámító Bank Rt. Lakóházai		<lakó>, ;<bank>	'Hitel-és Leszámító Bank Rt.'				0						0	617
1123	Nagyenyed utca 3.	Nagyenyed utca 3.			47.498632,19.023076	négyemeletes ház				4-S<emelet>		BZ-tól	0			kikérve, átnézve			0	618
1065	Nagymező utca 22-24.	Nagymező utca 22-24.			47.503707,19.059666	Jardin d'Hiver, Thália színház		<szín>	'Jardin d'Hiver, Thália színház'			442.o.	0						0	619
1065	Nagymező utca 3.	Nagymező utca 3.			47.502721,19.061705	Neues Politisches Volksblatt szerkesztősége épülete		<szerkesztősége>	'Neues Politisches Volksblatt szerkesztősége'			439.o.	0			helyi védettségű; Gerle-Kovács Makovecz p. 228-229. archív fotóval! Kovács Dani: Budapest Art Nouveau 50. o.			0	620
1065	Zichy Jenő utca 30. -- Nagymező utca 31.	Zichy Jenő utca 30.	 Nagymező utca 31.		47.50518,19.058069	ötemeletes lakóház		<lakó>, ;		5-S<emelet>		444.o.	0						0	621
1066	Nagymező utca 36. -- Ó utca 31.	Nagymező utca 36.	 Ó utca 31.		47.5045015,19.0588037	lakóház		<lakó>, ;				na	0						0	622
1065	Nagymező utca 44 - Zichy Jenő sarka	Nagymező utca 44.	Zichy Jenő utca sarka		47.505034,19.057829	négyemeletes ház				4-S<emelet>		MZs	0						0	623
1065	Nagymező utca 50. -- Dessewffy utca 24.	Nagymező utca 50.	 Dessewffy utca 24.		47.505501,19.057098	négyemeletes ház				4-S<emelet>		447.o.	0			1891 és 1923-as tervek vannak csak meg			0	624
1065	Nagymezõ utca 8.	Nagymezõ utca 8.			47.5024151,19.0616828	Ernst Múzeum és Tivoli mozi		<múzeum>,<mozi>	'Ernst Múzeum és Tivoli mozi'			50-5	0			1, eredeti tervek nincsenek a tervtárban, az adatok Déry Attila könyvéből, és a múzeum honlapjáról valók; 7. H ; fotó: muemlekem.hu			0	625
1082	Nap utca 13.	Nap utca 13.			47.4875401, 19.072586	lakóház		<lakó>, ;				na	0						0	626
1016	Naphegy utca 16.	Naphegy utca 16.			47.495304,19.032931	háromemeletes ház				3-S<emelet>		MZS	0			FA megj.: a Naphegy utca 16-ban most vagy üres telek van, vagy egy 1980 körül épült ház,valszeg az eredeti épület a 2. vh-ban elpusztult, le kéne venni a térképről ezeket az adatokat!			0	627
1078	Nefelejcs utca 38.	Nefelejcs utca 38.			47.504532,19.080083 [47.50449,19.08062]	III. emeletes toldalék építkezés		<toldalék>				455.o.	0			kikérve, átnézve			0	628
1078	Nefelejcs utca 40.	Nefelejcs utca 40.			47.504668,19.0800828	lakóház		<lakó>, ;				na.	0						0	629
	Német utca 1-3.	Német utca 1-3.											0						0	630
1084	Német utca 10. 3 em. korábbi ép.	Német utca 10.		**3 em. korábbi ép.	47.49181,19.073452	kétemeletes ház				2-S<emelet>		MZs	0						0	631
1084	Német utca 13.--József utca 16-18.	Német utca 13.	József utca 16-18.		47.491366,19.073332	lakóház		<lakó>, ;				334.o.	0						0	632
1135	Népfürdő rkp. a Latroca és a Viza utca között	Népfürdő rakpart	Latroca utca	Viza utca között	47.530927,19.057242	barakkok					2--Q<db>	MZs	0			37-es térképen VI. ker. Leventeház			0	633
1081	Népszínház utca 16.	Népszínház utca 16.			47.4955859,19.0735126	lakóház		<lakó>, ;				36	0			BGy Fototár: 000702 - utcakép, 1890-es évek			0	634
1081	Népszínház utca 20.	Népszínház utca 20.			47.495545,19.074429	négyemeletes ház				4-S<emelet>		337, Kovács Dani: Budapest Art Nouveau 96. o.	0			levéltárból kikértem. 1914. április 3-áról vannak az első tervek, de 1915-ben átdolgozták azokat, s ezeken Stern Imre műépítész neve szerepel. http://egykor.hu/budapest-viii--kerulet/nepszinhaz-utca-20-/3704	(1) http://egykor.hu/budapest-viii--kerulet/nepszinhaz-utca-20-/3704	http://egykor.hu	1	635
1081	Népszínház utca 31.--Nagyfuvaros utca 1/a.	Népszínház utca 31.	Nagyfuvaros utca 1/a		47.494715,19.076465	lakóház		<lakó>, ;				167-168	0						0	636
1081	Népszínház utca 32.	Népszínház utca 32.			47.494697,19.077972	lakóház		<lakó>, ;				29-30	0						0	637
	Népszínház utca 35.	Népszínház utca 35.											0			nincsenek eredeti tervek, Bachus Kft. Üzletek átalak. terve 1996. borozó.			0	638
1081	Népszínház utca 37.	Népszínház utca 37.			47.494357,19.078206	lakóház		<lakó>, ;				128-129	0						0	639
1087	Népszínház utca 49.--Kis Fuvaros utca 13.	Népszínház utca 49.	Kis Fuvaros utca 13.		47.493907,19.080435	lakóház		<lakó>, ;				na	0			"10. H; ""Székely"" rendszerű födémszerk"			0	640
	Népszínház utca 53.	Népszínház utca 53.										343	0						0	641
1149	nincs, nem is volt 71. sz., Hundetz nevén volt 8-12-ig, a 8 áll., és .../71 a hrszáma			**nincs, nem is volt 71. sz., Hundetz nevén volt 8-12-ig, a 8 áll., és .../71 a hrszáma	47.502537,19.114806	négyemeletes ház				4-S<emelet>		MZs	0						0	642
1072	Nyár utca 10.	Nyár utca 10.			47.4971749,19.0661878	Lakóépület		<lakó>, ;					0			előzmény: eklektikus bérház (1889)			0	643
1056	Nyáry Pál utca 14--Veres Pálné utca 9	Nyáry Pál utca 14.	Veres Pálné utca 9.		47.490872,19.056039	négyemeletes ház				4-S<emelet>		386	0						0	644
1056	Nyáry Pál utca 9	Nyáry Pál utca 9.			47.490587,19.055769	négyemeletes ház				4-S<emelet>			0			1821- 1 szintes klasszicista lakóépület Kasselik Fidél tervei alapján, 1871- 2 em. koraeklekt. bérház Dötzer Ferenc tervei a., 1892- 2 em. eklekt.bérház			0	645
1105	Nyitra utca 8.	Nyitra utca 8.			47.48857,19.140096	kétemeletes ház				2-S<emelet>		MZs	0						0	646
1024	Nyúl utca 6.	Nyúl utca 6.											0						0	647
1024	Nyúl utca 9.	Nyúl utca 9.			47.509889,19.019485	villa		<villa>;					0						0	648
1066	Ó utca 13., Lázár utca 14.	Ó utca 13.	  Lázár utca 14.		47.5031993,19.0566601	lakóház		<lakó>, ;				na	0			6. M; 7. H; 8.H			0	649
	Ó utca 46.	Ó utca 46.				lakóház		<lakó>, ;					0						0	650
1033	Óbudai utca az Óbudai Szent Péter és Pál főplébániától É-ra	Óbudai utca		**az Óbudai Szent Péter és Pál főplébániától É-ra	47.538808,19.044683	barakkiskola	barakk	<iskola>					0			az 1937-es térképen szerepel, egy '54-es képen már nincs meg (http://www.fortepan.hu/?view=query&q=%C3%B3buda+templom&lang=hu&img=18541)	(1) http://www.fortepan.hu/?view=query&q=%C3%B3buda+templom&lang=hu&img=18541)	http://www.fortepan.hu	1	651
1051	Október 6. utca 15.	Október 6. utca 15.			47.50137,19.051022	lakóház		<lakó>, ;				169-170	0			Csak átalakítási tervek a Tervtárban, Déry Attila könyve szerint 1911-ben épült			0	652
	Október 6. utca 16-18.	Október 6. utca 16-18.				Lakóház, Krea Kortárs Művészeti Iskola		<lakó>, ;<iskola>	'Krea Kortárs Művészeti Iskola'				0			Az eredeti tervek nincsenek a Tervtárban, azonban a megjelenített adatok egy 1991-es tervtári dokumentumból derültek ki			0	653
	Október 6. utca 22.-- Arany János utca 17.	Október 6. utca 22.	 Arany János utca 17.			Lakóház üzletekkel		<lakó>, <üzlet>;					0						0	654
	Október 6. utca 4.	Október 6. utca 4.				Lakóház, fotószalon		<lakó>, ;<fotószalon>					0			A Tervtárban csak átalakítási tervek, az adatok más forrásból származnak			0	655
1051	Október 6. utca 8 -- Zrínyi utca 11.	Október 6. utca 8.	 Zrínyi utca 11.		47.500083,19.050915	négyemeletes ház				4-S<emelet>		237; Gerle-Kovács-Makovecz	0			A tervtárban csak átalakítási tervek, Déry Attila könyve szerint 1913-14-ben épült			0	656
1126	Orbánhegyi út 32-36 körül, talán a 36, de lehet h nincs meg	Orbánhegyi út 32-36.		*körül, talán a 36, de lehet h ****nincs meg	47.497725,19.010899	egyemeletes ház				1-S<emelet>		MZs	0						0	657
	Orczy út 43--Kőris utca 32--Visi Imre u 15, 4 ház	Orczy út 43.	Kőris utca 32.	Visi Imre utca 15, 4 ház	47.487518,19.09221								0						0	658
1023	Orgona utca 5.	Orgona utca 5.			47.517077,19.030715	emeletes ház				?-S<emelet>		MB	0			"valójában 1913-as a ház, és 1914-ben egy ""módosított terrasse és feljáró"" készült, valamint az ""alacsony nyomású központi melegvíz fűtő berendezés""."			0	659
1114	Orlay utca 4.	Orlay utca 4.			47.482058, 19.051244	kétemeletes ház, lakóház, villa, műterem		<lakó>, ;<villa>,<műterem>		2-S<emelet>			0			https://plus.google.com/u/0/photos/111430238948206540343/albums/5797623205110597057 *** TERVEK DIGITALIZÁLVA ELÉRHETŐEK A LEARBÓL: *** HU BFL - XV.17.d.329 - 5490; Kapcsolódó iratok jelzete: BFL IV.1407.b 30001/1910-III, BFL IV.1407.b ; 58230/1910-III, BFL IV.1407.b ; 9764/1910-III, BFL IV.1407.b ; 53547/1911-III *** http://www.budapestarchitect.com/text/architecten/lollbach_en.php#.VOPT4C7z88I ; http://lnyr.eleveltar.hu/bflquery/detail.aspx?ID=2139013 ; http://www.forsterkozpont.hu/download/muem_2014-3.pdf ; http://library.hungaricana.hu/hu/view/BPTortBiblio_Ikonografia_1/?query=SZO%3D%28l%C3%B6llbach%20k%C3%A1lm%C3%A1n%29&pg=694&zoom=h&layout=s ; LEAR: meghatalmazás           1912           Hübner Rezső lovag           HU BFL - VII.153 - 1912 - 0110 ; hagyatéki ügy           1946           Baumgarten Zsigmondné özv. Schönfeld Olga           HU BFL - VII.6.a - 1946 - 01686 ; ajándékozási szerződés   1919   Drexler Frigyesné, özv. Fluk Izabella   HU BFL - VII.153 - 1919 - 0131 ; apaság elismerő nyilatkozat           1912           Hübner Rezső (Rudolf) Gusztáv ringheini lovag           HU BFL -  VII.192 - 1912 - 2594 *** https://lnyr.eleveltar.hu/BFLQuery/parametersuche.aspx?DeskriptorId=1157448	(1) https://plus.google.com/u/0/photos/111430238948206540343/albums/5797623205110597057 (2) http://www.budapestarchitect.com/text/architecten/lollbach_en.php#.VOPT4C7z88I (3) http://lnyr.eleveltar.hu/bflquery/detail.aspx?ID=2139013 (4) http://www.forsterkozpont.hu/download/muem_2014-3.pdf (5) http://library.hungaricana.hu/hu/view/BPTortBiblio_Ikonografia_1/?query=SZO%3D%28l%C3%B6llbach%20k%C3%A1lm%C3%A1n%29&pg=694&zoom=h&layout=s (6) https://lnyr.eleveltar.hu/BFLQuery/parametersuche.aspx?DeskriptorId=1157448	https://plus.google.com|http://www.budapestarchitect.com|http://lnyr.eleveltar.hu|http://www.forsterkozpont.hu|http://library.hungaricana.hu|https://lnyr.eleveltar.hu	6	660
	Orom utca 4	Orom utca 4.			47.488116,19.029192	kétemeletes ház				2-S<emelet>			0			Herczeg Reni-Prakfalvi Endre doksi: http://www.forsterkozpont.hu/download/muem_2014-3.pdf	(1) http://www.forsterkozpont.hu/download/muem_2014-3.pdf	http://www.forsterkozpont.hu	1	661
1016	Orvos utca páros oldala - nincs meg	Orvos utca páros oldala		**nincs meg	47.493471,19.033526	kétemeletes ház				2-S<emelet>		MZs	0						0	662
	Palatinus Strand			**Palatinus Strand		fürdőtelep		<fürdő>,<telep>					0						0	663
	Pálya utca 13.	Pálya utca 13.											0						0	664
1136	Pannónia utca 21 - Radnóti Miklós utca 22/b	Pannónia utca 21.	Radnóti Miklós utca 22/b		47.514968,19.05299	négyemeletes ház				4-S<emelet>		MZs	0						0	665
1136	Pannónia utca 9. -- Katona József utca 23/b	Pannónia utca 9.	Katona József utca 23/b		47.513828,19.052164	négyemeletes ház				4-S<emelet>		Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 238	0			szabályozási terv			0	666
	Papnövelde utca 3.	Papnövelde utca 3.											0						0	667
1053	Papnövelde utca 4-6. - Cukor utca 6.	Papnövelde utca 4-6.	 Cukor utca 6.			ELTE Apáczai Csere János Gyakorlógimnáziuma és Kollégiuma	gyakorló	<gimnázium>,<kollégium>	'ELTE Apáczai Csere János Gyakorlógimnáziuma és Kollégiuma'				0			Nyitva: SZ-V 10:00-18:00			0	668
	Párizsi utca 4.	Párizsi utca 4.				Lakóépület üzletekkel		<lakó>, <üzlet>;					0						0	669
	Paulay Ede utca 21.	Paulay Ede utca 21.				lakóház		<lakó>, ;					0			2 emeletes klasszicista bérház, építtető: Rottenbiller Ferenc, tervező és kivitelező: Brein Ignác 1822; toldalék: építtető: Meitner Mór, kivitelező: Pán József 1862			0	670
1061	Paulay Ede utca 57.	Paulay Ede utca 57.			47.503100, 19.061855	lakóház		<lakó>, ;					0						0	671
	Perényi lejtő eleje	Perényi lejtő eleje				földszintes ház				0-S<emelet>			0						0	672
1071	Peterdy utca 39.	Peterdy utca 39.			47.5085931,19.0828922	lakóház		<lakó>, ;				144	0						0	673
1076	Péterfy Sándor utca 15.	Péterfy Sándor utca 15.			47.5016815,19.0790116	lakóház		<lakó>, ;				na, 234	0			010177 1985-ös kép			0	674
1076	Péterfy Sándor utca 7	Péterfy Sándor utca 7.			47.501055,19.077412	négyemeletes ház				4-S<emelet>		494.o.	0						0	675
1139	Petneházy utca 27. ma ltp. nincs meg	Petneházy utca 27.		**ma ltp. nincs meg	47.53327,19.076564	egyemeletes ház				1-S<emelet>		MZs	0						0	676
1139	Petneházy utca 44 - Hajdú utca 26	Petneházy utca 44.	 Hajdú utca 26.		47.533635,19.076904	háromemeletes ház				3-S<emelet>		MZs	0						0	677
1135	Petneházy utca 78. nincs meg	Petneházy utca 78.		**nincs meg	47.531935,19.084984	háromemeletes ház				3-S<emelet>		MZs	0						0	678
1052	Petőfi Sándor utca 18., Régiposta utca 9.	Petőfi Sándor utca 18.	  Régiposta utca 9.		47.3943881,18.9876309	lakóház		<lakó>, ;				na 193	0			1. H ; fotó: BGy Fototár: 000208, szab. terv: 1923-1925+1930			0	679
